attraction_id,city_id,city_nm,attraction_nm,address,theme,rate,longitude,latitude
A6051,C01,서울,양지공원,서울 중랑구,Nature,3.154,127.0928203,37.60654324
A6052,C01,서울,섬들공원,서울 중랑구,Nature,3.145,127.0928203,37.60654324
A6053,C01,서울,다시세운광장,서울 종로구,Nature,3.145,126.97899,37.57350424
A6054,C01,서울,밤섬공원,서울 마포구,Nature,3.145,126.9019551,37.56621419
A6055,C01,서울,배꽃근린공원,서울 강남구,Nature,3.145,127.0473774,37.51733193
A6056,C01,서울,장안어린이공원,서울 서초구,Nature,3.132,127.0326893,37.48358882
A6057,C01,서울,하명달어린이공원,서울 서초구,Nature,3.132,127.0326893,37.48358882
A6058,C01,서울,으뜸어린이공원,서울 강북구,Nature,3.132,127.0255381,37.63975133
A6059,C01,서울,옹기골근린공원,서울 강서구,Nature,3.125,126.8495338,37.55096462
A6060,C01,서울,도곡목련공원,서울 강남구,Nature,3.12,127.0473774,37.51733193
A6061,C01,서울,서원어린이공원,서울 관악구,Nature,3.12,126.9515619,37.47836838
A6062,C01,서울,탄천유수지 야생화단지,서울 송파구,Nature,3.114,127.1059177,37.51458372
A6063,C01,서울,오동나무어린이공원,서울 송파구,Nature,3.109,127.1059177,37.51458372
A6064,C01,서울,도림2동유수지내체육시설,서울 영등포구,Nature,3.109,126.8962739,37.52636357
A6065,C01,서울,청담은행나무공원,서울 강남구,Nature,3.103,127.0473774,37.51733193
A6066,C01,서울,장독골공원,서울 광진구,Nature,3.1,127.0823852,37.53855831
A6067,C01,서울,말우물어린이공원,서울 강동구,Nature,3.096,127.1237925,37.53019332
A6068,C01,서울,저류조공원,서울 중랑구,Nature,3.092,127.0928203,37.60654324
A6069,C01,서울,은행어린이공원,서울 마포구,Nature,3.089,126.9019551,37.56621419
A6070,C01,서울,솔향기어린이공원,서울 성북구,Nature,3.083,127.0167029,37.58935882
A6071,C01,서울,성삼어린이공원,서울 성동구,Nature,3.083,127.0369301,37.56342721
A6072,C01,서울,중화체육공원,서울 중랑구,Nature,3.074,127.0928203,37.60654324
A6073,C01,서울,도레미어린이공원,서울 강서구,Nature,3.065,126.8495338,37.55096462
A6074,C01,서울,아랫말공원,서울 송파구,Nature,3.065,127.1059177,37.51458372
A6075,C01,서울,망우산,서울 중랑구,Nature,3.065,127.0928203,37.60654324
A6076,C01,서울,수락산만남의광장,서울 노원구,Nature,3.065,127.0564305,37.65436176
A6077,C01,서울,대치은행나무공원,서울 강남구 선릉로76길 11-0,Nature,3.056,127.051545,37.50167027
A6078,C01,서울,도구머리공원,서울 서초구,Nature,3.051,127.0326893,37.48358882
A6079,C01,서울,신사무궁화공원,서울 강남구,Nature,3.044,127.0473774,37.51733193
A6080,C01,서울,한내어린이공원,서울 동대문구,Nature,3.044,127.039657,37.57452298
A6081,C01,서울,도곡공원,서울 강남구,Nature,3.036,127.0473774,37.51733193
A6082,C01,서울,잠실어린이탐험놀이터,서울 송파구 올림픽로 135-0,Nature,3.036,127.0898891,37.51673328
A6083,C01,서울,장희빈우물터,서울 서대문구 연희로15길 74-0,Nature,3.031,126.9291724,37.57048545
A6084,C01,서울,구로근린공원,서울 구로구 가마산로25길 21-0,Nature,3.024,126.8895491,37.49710269
A6085,C01,서울,난지도길,서울 마포구,Nature,3.017,126.9019551,37.56621419
A6086,C01,서울,잠실청소년광장,서울 송파구,Nature,3.013,127.1059177,37.51458372
A6087,C01,서울,장미마을마당,서울 송파구,Nature,3.009,127.1059177,37.51458372
A6088,C01,서울,우산각어린이공원,서울 동대문구,Nature,3.004,127.039657,37.57452298
A6089,C01,서울,성심어린이공원,서울 강동구,Nature,3.004,127.1237925,37.53019332
A6090,C01,서울,신사개나리공원,서울 강남구 압구정로30길 23-0,Nature,2.999,127.0294942,37.52589142
A6091,C01,서울,남산분수대광장,서울 중구 소파로 46-0,Nature,2.993,126.9812833,37.5545492
A6092,C01,서울,장평공원,서울 동대문구 장안벚꽃로 77-0,Nature,2.988,127.0737398,37.56748813
A6093,C01,서울,초안산생태공원,서울 도봉구 해등로 32-0,Nature,2.984,127.0443648,37.6482168
A6094,C01,서울,버들어린이공원,서울 서초구,Nature,2.979,127.0326893,37.48358882
A6095,C01,서울,능골근린공원,서울 강동구,Nature,2.971,127.1237925,37.53019332
A6096,C01,서울,발산공원,서울 강서구,Nature,2.971,126.8495338,37.55096462
A6097,C01,서울,피울공원,서울 중랑구,Nature,2.966,127.0928203,37.60654324
A6098,C01,서울,명우어린이공원,서울 강동구,Nature,2.955,127.1237925,37.53019332
A6099,C01,서울,마곡하늬공원,서울 강서구,Nature,2.955,126.8495338,37.55096462
A6100,C01,서울,호암산숲길공원,서울 금천구,Nature,2.955,126.8954568,37.45684115
A6101,C01,서울,천상병공원,서울 노원구,Nature,2.955,127.0564305,37.65436176
A6102,C01,서울,코스타리카광장,서울 마포구,Nature,2.943,126.9019551,37.56621419
A6103,C01,서울,건국대학교일감호,서울 광진구 능동로 120-0,Nature,2.943,127.0747119,37.53918267
A6104,C01,서울,제비어린이공원,서울 동작구,Nature,2.934,126.9393151,37.51248204
A6105,C01,서울,바람의거리,서울 양천구,Nature,2.934,126.8665014,37.51698848
A6106,C01,서울,피크닉장올림픽공원,서울 송파구 올림픽로 424-0,Nature,2.934,127.1155179,37.5203397
A6107,C01,서울,쌍문근린공원,서울 도봉구,Nature,2.924,127.0472105,37.66869141
A6108,C01,서울,고추말어린이공원,서울 영등포구,Nature,2.924,126.8962739,37.52636357
A6109,C01,서울,늘벗공원,서울 강남구,Nature,2.919,127.0473774,37.51733193
A6110,C01,서울,동화어린이공원,서울 중구,Nature,2.915,126.9975552,37.56380777
A6111,C01,서울,공암나루근린공원,서울 강서구 강서로80길 117-0,Nature,2.912,126.8490882,37.57063567
A6112,C01,서울,배밭공원,서울 중랑구,Nature,2.906,127.0928203,37.60654324
A6113,C01,서울,장군봉체육공원,서울 관악구 관악로 1-0,Nature,2.906,126.9592943,37.46803806
A6114,C01,서울,능동로분수광장,서울 광진구,Nature,2.896,127.0823852,37.53855831
A6115,C01,서울,성북천분수광장,서울 성북구,Nature,2.896,127.0167029,37.58935882
A6116,C01,서울,마곡중앙광장,서울 강서구,Nature,2.896,126.8495338,37.55096462
A6117,C01,서울,동명근린체육공원,서울 강동구 고덕로83길 55-0,Nature,2.896,127.1683147,37.55974191
A6118,C01,서울,우면산,서울 서초구,Nature,2.883,127.0326893,37.48358882
A6119,C01,서울,쌀섬어린이공원,서울 송파구 백제고분로18길 20-36,Nature,2.883,127.0822583,37.50395756
A6120,C01,서울,홍련봉공원,서울 광진구 천호대로 717-18,Nature,2.883,127.0947861,37.5491444
A6121,C01,서울,나리공원,서울 서초구 신반포로 45-0,Nature,2.876,126.9890691,37.50528152
A6122,C01,서울,동명근린공원,서울 강동구,Nature,2.868,127.1237925,37.53019332
A6123,C01,서울,까치산근린공원,서울 강서구,Nature,2.868,126.8495338,37.55096462
A6124,C01,서울,미아2동마을마당공원,서울 강북구,Nature,2.868,127.0255381,37.63975133
A6125,C01,서울,한다리문화공원,서울 강서구 마곡중앙8로 32-0,Nature,2.859,126.8309747,37.56109293
A6126,C01,서울,윗잔다리공원,서울 마포구,Nature,2.859,126.9019551,37.56621419
A6127,C01,서울,방배근린공원,서울 서초구 효령로28길 16-0,Nature,2.854,126.9961961,37.47986203
A6128,C01,서울,아차산어울림광장,서울 광진구,Nature,2.85,127.0823852,37.53855831
A6129,C01,서울,무아래공원,서울 금천구,Nature,2.845,126.8954568,37.45684115
A6130,C01,서울,홍이공원,서울 송파구 송이로17길 48-0,Nature,2.845,127.1247542,37.50119767
A6131,C01,서울,왕십리광장,서울 성동구,Nature,2.834,127.0369301,37.56342721
A6132,C01,서울,가락공원,서울 송파구 중대로 179-0,Nature,2.834,127.1253134,37.49818447
A6133,C01,서울,무궁화어린이공원,서울 강동구 양재대로124길 62-0,Nature,2.834,127.1454038,37.5423712
A6134,C01,서울,횃불어린이공원,서울 서초구,Nature,2.834,127.0326893,37.48358882
A6135,C01,서울,큰길어린이공원,서울 마포구,Nature,2.825,126.9019551,37.56621419
A6136,C01,서울,소월시비쉼터,서울 용산구 남산공원길 3-0,Nature,2.818,126.9815801,37.55372519
A6137,C01,서울,대현문화공원,서울 서대문구,Nature,2.818,126.9368157,37.57916186
A6138,C01,서울,새숲어린이공원,서울 관악구,Nature,2.818,126.9515619,37.47836838
A6139,C01,서울,청남공원,서울 중랑구,Nature,2.807,127.0928203,37.60654324
A6140,C01,서울,잠원한강공원트랙구장,서울 강남구,Nature,2.807,127.0473774,37.51733193
A6141,C01,서울,만우소공원,서울 서대문구,Nature,2.807,126.9368157,37.57916186
A6142,C01,서울,대현산 장미원,서울 성동구,Nature,2.8,127.0369301,37.56342721
A6143,C01,서울,평화의공원난지연못,서울 마포구,Nature,2.794,126.9019551,37.56621419
A6144,C01,서울,사우촌어린이공원,서울 관악구,Nature,2.794,126.9515619,37.47836838
A6145,C01,서울,개나리어린이공원,서울 도봉구,Nature,2.789,127.0472105,37.66869141
A6146,C01,서울,성북근린공원,서울 성북구,Nature,2.784,127.0167029,37.58935882
A6147,C01,서울,롯데캐슬프리미어공원,서울 강남구 선릉로126길 22-0,Nature,2.784,127.0451936,37.51625005
A6148,C01,서울,백석어린이공원,서울 양천구 목동중앙북로8길 76-0,Nature,2.776,126.8649445,37.54533291
A6149,C01,서울,압구정공원3,서울 강남구 논현로164길 14-0,Nature,2.776,127.0294559,37.52343079
A6150,C01,서울,성산근린공원,서울 마포구 월드컵북로15안길 26-0,Nature,2.771,126.9109348,37.56274337
A6151,C01,서울,백합어린이공원,서울 노원구,Nature,2.764,127.0564305,37.65436176
A6152,C01,서울,신사까치공원,서울 강남구,Nature,2.764,127.0473774,37.51733193
A6153,C01,서울,뚝딱뚝딱놀이터 1호,서울 도봉구,Nature,2.764,127.0472105,37.66869141
A6154,C01,서울,구민운동장,서울 관악구,Nature,2.757,126.9515619,37.47836838
A6155,C01,서울,호순이어린이공원,서울 송파구,Nature,2.751,127.1059177,37.51458372
A6156,C01,서울,역마을공원,서울 은평구,Nature,2.751,126.928941,37.60281744
A6157,C01,서울,초록공원,서울 서초구,Nature,2.744,127.0326893,37.48358882
A6158,C01,서울,천왕근린공원,서울 구로구 금오로 878-0,Nature,2.744,126.8417584,37.4764232
A6159,C01,서울,하늘한마당,서울 성북구,Nature,2.737,127.0167029,37.58935882
A6160,C01,서울,오패어린이공원,서울 강북구,Nature,2.737,127.0255381,37.63975133
A6161,C01,서울,쌈지공원,서울 구로구,Nature,2.726,126.8875053,37.49543309
A6162,C01,서울,태양어린이공원,서울 관악구,Nature,2.726,126.9515619,37.47836838
A6163,C01,서울,응봉근린공원,서울 중구,Nature,2.726,126.9975552,37.56380777
A6164,C01,서울,창고개어린이공원,서울 도봉구,Nature,2.726,127.0472105,37.66869141
A6165,C01,서울,갈울근린공원,서울 노원구,Nature,2.717,127.0564305,37.65436176
A6166,C01,서울,청계산수변공원,서울 서초구,Nature,2.708,127.0326893,37.48358882
A6167,C01,서울,학동어린이공원,서울 강남구 언주로116길 27-0,Nature,2.708,127.038777,37.5116682
A6168,C01,서울,솔길어린이공원,서울 구로구,Nature,2.708,126.8875053,37.49543309
A6169,C01,서울,백석어린이공원,서울 강서구 공항대로57길 31-0,Nature,2.708,126.8633293,37.55261147
A6170,C01,서울,까치어린이공원,서울 강서구,Nature,2.693,126.8495338,37.55096462
A6171,C01,서울,관악도시농업공원,서울 관악구 광신길 142-0,Nature,2.693,126.9271301,37.4648469
A6172,C01,서울,강동구도시농업공원,서울 강동구,Nature,2.693,127.1237925,37.53019332
A6173,C01,서울,성안어린이공원,서울 강동구,Nature,2.693,127.1237925,37.53019332
A6174,C01,서울,소망상상어린이공원,서울 금천구 독산로75길 12-7,Nature,2.684,126.9016706,37.46936829
A6175,C01,서울,실락어린이공원,서울 서대문구,Nature,2.681,126.9368157,37.57916186
A6176,C01,서울,곰돌이공원,서울 강서구,Nature,2.675,126.8495338,37.55096462
A6177,C01,서울,삼일공원,서울 동작구 사당로23길 57-7,Nature,2.668,126.9757291,37.4853871
A6178,C01,서울,도원어린이공원,서울 용산구,Nature,2.668,126.9905778,37.53242743
A6179,C01,서울,메아리공원,서울 강서구,Nature,2.663,126.8495338,37.55096462
A6180,C01,서울,다솜어린이공원,서울 마포구,Nature,2.657,126.9019551,37.56621419
A6181,C01,서울,봉황공원,서울 중랑구,Nature,2.657,127.0928203,37.60654324
A6182,C01,서울,새록어린이공원,서울 은평구 은평로13길 35-0,Nature,2.65,126.9238721,37.60393475
A6183,C01,서울,동자근린공원,서울 강동구,Nature,2.65,127.1237925,37.53019332
A6184,C01,서울,까치상상어린이공원,서울 동작구 동작대로9길 35-0,Nature,2.645,126.9795315,37.48053922
A6185,C01,서울,동방어린이공원,서울 성북구,Nature,2.634,127.0167029,37.58935882
A6186,C01,서울,청파어린이공원,서울 용산구,Nature,2.634,126.9905778,37.53242743
A6187,C01,서울,대왕어린이공원,서울 강남구,Nature,2.634,127.0473774,37.51733193
A6188,C01,서울,선사어린이공원,서울 강동구,Nature,2.634,127.1237925,37.53019332
A6189,C01,서울,감로천생태공원,서울 금천구,Nature,2.634,126.8954568,37.45684115
A6190,C01,서울,평창계곡,서울 종로구,Nature,2.616,126.97899,37.57350424
A6191,C01,서울,응삼어린이공원,서울 성동구,Nature,2.616,127.0369301,37.56342721
A6192,C01,서울,흰구름어린이공원,서울 강북구,Nature,2.616,127.0255381,37.63975133
A6193,C01,서울,파리15구공원,서울 서초구,Nature,2.616,127.0326893,37.48358882
A6194,C01,서울,홍박공원,서울 서대문구,Nature,2.616,126.9368157,37.57916186
A6195,C01,서울,보라매공원에어파크,서울 동작구 여의대방로20길 33-0,Nature,2.601,126.9194911,37.49489212
A6196,C01,서울,노해어린이공원,서울 도봉구,Nature,2.601,127.0472105,37.66869141
A6197,C01,서울,송림어린이공원,서울 노원구,Nature,2.601,127.0564305,37.65436176
A6198,C01,서울,해오라기공원,서울 노원구,Nature,2.59,127.0564305,37.65436176
A6199,C01,서울,가좌어린이공원,서울 서대문구,Nature,2.59,126.9368157,37.57916186
A6200,C01,서울,용마도시자연공원,서울 광진구 긴고랑로 214-0,Nature,2.583,127.0963347,37.56233762
A6201,C01,서울,천왕산생태공원,서울 구로구,Nature,2.579,126.8875053,37.49543309
A6202,C01,서울,용마인공폭포,서울 중랑구,Nature,2.572,127.0928203,37.60654324
A6203,C01,서울,원당샘공원,서울 도봉구 해등로32가길 16-0,Nature,2.572,127.0222644,37.66029179
A6204,C01,서울,충현어린이공원,서울 중구,Nature,2.572,126.9975552,37.56380777
A6205,C01,서울,궁말어린이공원,서울 서대문구,Nature,2.563,126.9368157,37.57916186
A6206,C01,서울,솔밭공원,서울 노원구,Nature,2.558,127.0564305,37.65436176
A6207,C01,서울,푸른공원,서울 서초구,Nature,2.552,127.0326893,37.48358882
A6208,C01,서울,세일어린이공원,서울 강북구,Nature,2.552,127.0255381,37.63975133
A6209,C01,서울,군자교녹지대,서울 동대문구,Nature,2.54,127.039657,37.57452298
A6210,C01,서울,봉화산근린공원,서울 중랑구,Nature,2.54,127.0928203,37.60654324
A6211,C01,서울,상일동산공원,서울 강동구,Nature,2.54,127.1237925,37.53019332
A6212,C01,서울,삼성목련공원,서울 강남구,Nature,2.54,127.0473774,37.51733193
A6213,C01,서울,백련산근린공원,서울 서대문구,Nature,2.54,126.9368157,37.57916186
A6214,C01,서울,봉제산약수터,서울 강서구,Nature,2.52,126.8495338,37.55096462
A6215,C01,서울,시흥고개,서울 금천구,Nature,2.52,126.8954568,37.45684115
A6216,C01,서울,충현1공원,서울 강남구,Nature,2.52,127.0473774,37.51733193
A6217,C01,서울,양지어린이공원,서울 동작구,Nature,2.52,126.9393151,37.51248204
A6218,C01,서울,갓바위공원,서울 중랑구,Nature,2.52,127.0928203,37.60654324
A6219,C01,서울,은모루어린이공원,서울 강북구,Nature,2.52,127.0255381,37.63975133
A6220,C01,서울,신라어린이공원,서울 관악구,Nature,2.504,126.9515619,37.47836838
A6221,C01,서울,부엉이공원,서울 마포구 가양대로 189-0,Nature,2.504,126.8830892,37.58478822
A6222,C01,서울,내촌어린이공원,서울 강서구,Nature,2.493,126.8495338,37.55096462
A6223,C01,서울,채빛섬,서울 서초구 올림픽대로 2085-14,Nature,2.493,126.9959623,37.5124362
A6224,C01,서울,한신공원,서울 중랑구,Nature,2.493,127.0928203,37.60654324
A6225,C01,서울,솔빛섬,서울 서초구 올림픽대로 2085-14,Nature,2.482,126.9959623,37.5124362
A6226,C01,서울,백련어린이공원,서울 서대문구,Nature,2.482,126.9368157,37.57916186
A6227,C01,서울,관악산서울대방면,서울 관악구,Nature,2.482,126.9515619,37.47836838
A6228,C01,서울,바람산어린이공원,서울 서대문구,Nature,2.475,126.9368157,37.57916186
A6229,C01,서울,무학봉공원,서울 중구,Nature,2.471,126.9975552,37.56380777
A6230,C01,서울,잠실공원,서울 송파구,Nature,2.466,127.1059177,37.51458372
A6231,C01,서울,안양천합수부,서울 영등포구,Nature,2.466,126.8962739,37.52636357
A6232,C01,서울,단군어린이공원,서울 금천구,Nature,2.458,126.8954568,37.45684115
A6233,C01,서울,역말어린이공원,서울 강서구 화곡로44가길 52-4,Nature,2.458,126.8489554,37.54976753
A6234,C01,서울,잠원체육공원,서울 서초구 잠원로4길 45-0,Nature,2.449,127.0114002,37.5134216
A6235,C01,서울,바탕골공원,서울 강서구 강서로45다길 74-0,Nature,2.449,126.83472,37.54470044
A6236,C01,서울,벌말근린공원,서울 강동구 아리수로94길 80-0,Nature,2.449,127.1779583,37.56222163
A6237,C01,서울,호돌이어린이공원,서울 노원구,Nature,2.437,127.0564305,37.65436176
A6238,C01,서울,송록공원,서울 금천구,Nature,2.437,126.8954568,37.45684115
A6239,C01,서울,독산자연공원,서울 금천구,Nature,2.437,126.8954568,37.45684115
A6240,C01,서울,목마공원,서울 양천구,Nature,2.437,126.8665014,37.51698848
A6241,C01,서울,동마장어린이공원,서울 성동구,Nature,2.426,127.0369301,37.56342721
A6242,C01,서울,나라공원,서울 서초구,Nature,2.426,127.0326893,37.48358882
A6243,C01,서울,배밭어린이공원,서울 송파구,Nature,2.421,127.1059177,37.51458372
A6244,C01,서울,골말공원,서울 금천구,Nature,2.413,126.8954568,37.45684115
A6245,C01,서울,늘봄어린이공원,서울 동대문구,Nature,2.413,127.039657,37.57452298
A6246,C01,서울,배꽃공원,서울 중랑구,Nature,2.413,127.0928203,37.60654324
A6247,C01,서울,오동공원,서울 성북구 화랑로13가길 100-0,Nature,2.401,127.0404131,37.61064628
A6248,C01,서울,장미어린이공원,서울 도봉구,Nature,2.401,127.0472105,37.66869141
A6249,C01,서울,신길바라기공원,서울 영등포구,Nature,2.401,126.8962739,37.52636357
A6250,C01,서울,도담어린이공원,서울 강남구,Nature,2.39,127.0473774,37.51733193
A6251,C01,서울,중화2동체육공원,서울 중랑구,Nature,2.39,127.0928203,37.60654324
A6252,C01,서울,해바라기어린이공원,서울 노원구,Nature,2.383,127.0564305,37.65436176
A6253,C01,서울,롯데월드타워월드파크,서울 송파구 올림픽로 300-0,Nature,2.383,127.1044469,37.51375196
A6254,C01,서울,삼개공원,서울 마포구,Nature,2.375,126.9019551,37.56621419
A6255,C01,서울,후창공원,서울 종로구,Nature,2.375,126.97899,37.57350424
A6256,C01,서울,봉화공원,서울 중랑구,Nature,2.37,127.0928203,37.60654324
A6257,C01,서울,독서당공원,서울 성동구,Nature,2.363,127.0369301,37.56342721
A6258,C01,서울,그라스정원,서울 서초구 잠원로 221-124,Nature,2.363,127.0122729,37.52075055
A6259,C01,서울,역삼장미공원,서울 강남구,Nature,2.363,127.0473774,37.51733193
A6260,C01,서울,다람쥐어린이공원,서울 도봉구,Nature,2.352,127.0472105,37.66869141
A6261,C01,서울,장미어린이공원,서울 동대문구,Nature,2.352,127.039657,37.57452298
A6262,C01,서울,한울근린공원,서울 양천구,Nature,2.352,126.8665014,37.51698848
A6263,C01,서울,남천어린이공원,서울 송파구,Nature,2.345,127.1059177,37.51458372
A6264,C01,서울,효봉공원,서울 금천구,Nature,2.339,126.8954568,37.45684115
A6265,C01,서울,옹달샘어린이공원,서울 마포구,Nature,2.339,126.9019551,37.56621419
A6266,C01,서울,홍연어린이공원,서울 서대문구,Nature,2.328,126.9368157,37.57916186
A6267,C01,서울,등촌제2근린공원,서울 강서구,Nature,2.328,126.8495338,37.55096462
A6268,C01,서울,서강어린이공원,서울 영등포구,Nature,2.328,126.8962739,37.52636357
A6269,C01,서울,솔뫼공원,서울 강서구 가로공원로77길 30-0,Nature,2.316,126.8386738,37.53811186
A6270,C01,서울,도하공원,서울 금천구,Nature,2.316,126.8954568,37.45684115
A6271,C01,서울,세종문화회관예술의정원,서울 종로구 세종대로 175-0,Nature,2.301,126.9761683,37.57184786
A6272,C01,서울,어린이꿈공원,서울 성동구,Nature,2.301,127.0369301,37.56342721
A6273,C01,서울,송월어린이공원,서울 강북구,Nature,2.301,127.0255381,37.63975133
A6274,C01,서울,한마음어린이공원,서울 마포구,Nature,2.301,126.9019551,37.56621419
A6275,C01,서울,개포근린공원,서울 강남구,Nature,2.301,127.0473774,37.51733193
A6276,C01,서울,신대어린이공원,서울 양천구,Nature,2.283,126.8665014,37.51698848
A6277,C01,서울,곰달래어린이공원,서울 양천구,Nature,2.283,126.8665014,37.51698848
A6278,C01,서울,꿩고개근린공원,서울 강서구,Nature,2.283,126.8495338,37.55096462
A6279,C01,서울,능산공원,서울 중랑구,Nature,2.283,127.0928203,37.60654324
A6280,C01,서울,한울어린이공원,서울 성북구,Nature,2.283,127.0167029,37.58935882
A6281,C01,서울,무지개상상어린이공원,서울 금천구 시흥대로90길 60-3,Nature,2.269,126.9009666,37.46282267
A6282,C01,서울,독산동마을공원,서울 금천구,Nature,2.269,126.8954568,37.45684115
A6283,C01,서울,별장길어린이공원,서울 금천구,Nature,2.269,126.8954568,37.45684115
A6284,C01,서울,초롱공원,서울 강서구,Nature,2.256,126.8495338,37.55096462
A6285,C01,서울,상산어린이공원,서울 강북구,Nature,2.256,127.0255381,37.63975133
A6286,C01,서울,샛강어린이공원,서울 강북구,Nature,2.256,127.0255381,37.63975133
A6287,C01,서울,화랑어린이공원,서울 성북구,Nature,2.243,127.0167029,37.58935882
A6288,C01,서울,동심어린이공원,서울 영등포구 대림로35길 7-0,Nature,2.243,126.8972933,37.49872608
A6289,C01,서울,성내근린공원,서울 강동구 성내로3가길 71-0,Nature,2.243,127.1265399,37.52945177
A6290,C01,서울,강신어린이공원,서울 양천구,Nature,2.224,126.8665014,37.51698848
A6291,C01,서울,비석거리공원,서울 송파구,Nature,2.224,127.1059177,37.51458372
A6292,C01,서울,삼전공원,서울 송파구 백제고분로32길 6-30,Nature,2.224,127.0933314,37.50179376
A6293,C01,서울,고분다리어린이공원,서울 강동구,Nature,2.224,127.1237925,37.53019332
A6294,C01,서울,동부공원,서울 성동구,Nature,2.224,127.0369301,37.56342721
A6295,C01,서울,금호근린공원,서울 성동구 금호산길 5-15,Nature,2.224,127.0190199,37.54904117
A6296,C01,서울,둥근달어린이공원,서울 도봉구,Nature,2.224,127.0472105,37.66869141
A6297,C01,서울,씨알어린이공원,서울 노원구,Nature,2.224,127.0564305,37.65436176
A6298,C01,서울,삼선공원,서울 성북구 삼선교로4길 147-0,Nature,2.2,127.0091947,37.58179914
A6299,C01,서울,둘리유아숲체험장,서울 도봉구,Nature,2.2,127.0472105,37.66869141
A6300,C01,서울,갈대밭어린이공원,서울 도봉구,Nature,2.2,127.0472105,37.66869141
A6301,C01,서울,한내근린공원,서울 노원구,Nature,2.2,127.0564305,37.65436176
A6302,C01,서울,암사역사공원,서울 강동구 아리수로25길 152-0,Nature,2.2,127.1322591,37.55959526
A6303,C01,서울,잠원공원,서울 서초구,Nature,2.188,127.0326893,37.48358882
A6304,C01,서울,탄천근린공원,서울 강남구,Nature,2.188,127.0473774,37.51733193
A6305,C01,서울,남현공원,서울 관악구,Nature,2.178,126.9515619,37.47836838
A6306,C01,서울,대궐재어린이공원,서울 서대문구,Nature,2.178,126.9368157,37.57916186
A6307,C01,서울,상봉공원,서울 중랑구,Nature,2.178,127.0928203,37.60654324
A6308,C01,서울,온수근린공원,서울 노원구,Nature,2.166,127.0564305,37.65436176
A6309,C01,서울,구룡산,서울 서초구,Nature,2.166,127.0326893,37.48358882
A6310,C01,서울,명달공원,서울 서초구 서운로23길 17-0,Nature,2.166,127.0211215,37.49905292
A6311,C01,서울,대원공원,서울 강서구,Nature,2.166,126.8495338,37.55096462
A6312,C01,서울,방이고분공원,서울 송파구,Nature,2.151,127.1059177,37.51458372
A6313,C01,서울,안산자연공원,서울 서대문구,Nature,2.151,126.9368157,37.57916186
A6314,C01,서울,옹달샘어린이공원,서울 노원구,Nature,2.128,127.0564305,37.65436176
A6315,C01,서울,신구로유수지생태공원,서울 구로구,Nature,2.128,126.8875053,37.49543309
A6316,C01,서울,목화공원,서울 금천구,Nature,2.128,126.8954568,37.45684115
A6317,C01,서울,넘은들공원,서울 양천구,Nature,2.128,126.8665014,37.51698848
A6318,C01,서울,신월어린이공원,서울 양천구,Nature,2.128,126.8665014,37.51698848
A6319,C01,서울,양지공원,서울 동작구,Nature,2.128,126.9393151,37.51248204
A6320,C01,서울,무궁화어린이공원,서울 관악구,Nature,2.128,126.9515619,37.47836838
A6321,C01,서울,다래어린이공원,서울 은평구,Nature,2.128,126.928941,37.60281744
A6322,C01,서울,물빛문화공원,서울 마포구,Nature,2.128,126.9019551,37.56621419
A6323,C01,서울,원당근린공원,서울 강서구,Nature,2.108,126.8495338,37.55096462
A6324,C01,서울,송정체육공원,서울 성동구,Nature,2.108,127.0369301,37.56342721
A6325,C01,서울,이슬공원,서울 동대문구,Nature,2.092,127.039657,37.57452298
A6326,C01,서울,샛별어린이공원,서울 강동구,Nature,2.092,127.1237925,37.53019332
A6327,C01,서울,달님어린이공원,서울 강동구 양재대로112길 52-0,Nature,2.092,127.1425675,37.53621038
A6328,C01,서울,활주로상상어린이공원,서울 강서구,Nature,2.092,126.8495338,37.55096462
A6329,C01,서울,능골공원,서울 강서구,Nature,2.092,126.8495338,37.55096462
A6330,C01,서울,홍남어린이공원,서울 서대문구,Nature,2.092,126.9368157,37.57916186
A6331,C01,서울,논현무궁화공원,서울 강남구,Nature,2.092,127.0473774,37.51733193
A6332,C01,서울,성원공원,서울 성동구,Nature,2.068,127.0369301,37.56342721
A6333,C01,서울,뻥튀기공원,서울 광진구 용마산로30길 62-0,Nature,2.068,127.0893986,37.56833046
A6334,C01,서울,샛별상상어린이공원,서울 성북구,Nature,2.068,127.0167029,37.58935882
A6335,C01,서울,개웅산공원,서울 구로구,Nature,2.068,126.8875053,37.49543309
A6336,C01,서울,수명산근린공원,서울 강서구 강서로45길 131-11,Nature,2.068,126.8298929,37.55096643
A6337,C01,서울,물빛공원,서울 은평구 통일로 지하 849-0,Nature,2.068,126.9211621,37.618962
A6338,C01,서울,안산도시자연공원,서울 서대문구,Nature,2.052,126.9368157,37.57916186
A6339,C01,서울,공항동체육공원,서울 강서구,Nature,2.052,126.8495338,37.55096462
A6340,C01,서울,새싹어린이공원,서울 강북구,Nature,2.052,127.0255381,37.63975133
A6341,C01,서울,베를린광장,서울 중구,Nature,2.041,126.9975552,37.56380777
A6342,C01,서울,들국화어린이공원,서울 노원구,Nature,2.041,127.0564305,37.65436176
A6343,C01,서울,중앙어린이공원,서울 영등포구 영등포로35길 13-0,Nature,2.041,126.9041762,37.5213441
A6344,C01,서울,영풍어린이공원,서울 송파구,Nature,2.025,127.1059177,37.51458372
A6345,C01,서울,은하수어린이공원,서울 강동구,Nature,2.025,127.1237925,37.53019332
